#TYPE Microsoft.Azure.Commands.Profile.Models.PSAzureSubscription
"Id","Name","State","SubscriptionId","TenantId","HomeTenantId","ManagedByTenantIds","CurrentStorageAccountName","SubscriptionPolicies","ExtendedProperties","CurrentStorageAccount","AuthorizationSource","Tags"
"af7df492-29ab-44b4-ab28-4ff47e1b340d","aa-ct-at-nonprod-spoke","Enabled","af7df492-29ab-44b4-ab28-4ff47e1b340d","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"b84e18af-0b2a-4c08-9a3b-272d7552b405","aa-aot-nonprod02-spoke","Enabled","b84e18af-0b2a-4c08-9a3b-272d7552b405","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"bce6cd73-f8cf-415c-a502-900f7c53b881","Pay-As-You-Go","Enabled","bce6cd73-f8cf-415c-a502-900f7c53b881","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"bf5d63b1-2c02-4d9e-a096-f91d4ed04b4a","aa-dt-prod-spoke","Enabled","bf5d63b1-2c02-4d9e-a096-f91d4ed04b4a","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"c450f3d1-583c-495f-b5d3-0b38b99e70c0","aa-ba-prod-spoke","Enabled","c450f3d1-583c-495f-b5d3-0b38b99e70c0","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"d32b12be-735a-4698-aac8-e621890b7218","aa-sales-spoke","Enabled","d32b12be-735a-4698-aac8-e621890b7218","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"dc362162-c856-474e-9f0a-9da128899ae1","aa-ets-devops","Enabled","dc362162-c856-474e-9f0a-9da128899ae1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"dd1e8379-fb92-4a51-b24c-6cab74904dd2","aa-aot-tfp-prod-spoke","Enabled","dd1e8379-fb92-4a51-b24c-6cab74904dd2","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"dd3568c7-f1f0-46d0-a216-c020675951cc","ECS PoC Environment","Enabled","dd3568c7-f1f0-46d0-a216-c020675951cc","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"ddac617f-218e-4b7d-a2d4-e03482224c74","Global Sales Azure","Enabled","ddac617f-218e-4b7d-a2d4-e03482224c74","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"deb802b8-3586-47f3-b0cf-fccc375a6e6b","Non-Production Microsoft Azure Enterprise","Enabled","deb802b8-3586-47f3-b0cf-fccc375a6e6b","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"e39ceb7a-6195-4eee-b1d5-235f2d68dd87","aa-corp-nonprod-spoke","Enabled","e39ceb7a-6195-4eee-b1d5-235f2d68dd87","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"e540da57-5250-45d5-9c19-74c5de18d0ab","aa-runway-prod","Enabled","e540da57-5250-45d5-9c19-74c5de18d0ab","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"ef5b8d9a-1e59-4be0-8a46-806b83ed6212","Production Azure Active Directory","Enabled","ef5b8d9a-1e59-4be0-8a46-806b83ed6212","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
"fbda44e8-40e1-4887-bb25-d234e1e44505","aa-rgn-prod-spoke","Enabled","fbda44e8-40e1-4887-bb25-d234e1e44505","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","49793faf-eb3f-4d99-a0cf-aef7cce79dc1","System.String[]",,"{
  ""LocationPlacementId"": ""Public_2014-09-01"",
  ""QuotaId"": ""EnterpriseAgreement_2014-09-01"",
  ""SpendingLimit"": ""Off""
}","System.Collections.Generic.Dictionary`2[System.String,System.String]",,"RoleBased",
